id,animals,climateactions,consequences,setting,type
id_1101548931786391552_2019-03-01,Pets,Politics,Floods,No setting,Event invitations
id_1101553139918893056_2019-03-01,Pets,No,No,No setting,Event invitations
id_1101556304722591744_2019-03-01,No,No,Floods,No setting,Event invitations
id_1101560513752977409_2019-03-01,No,Politics,Floods,No setting,Event invitations
id_1101567802299858955_2019-03-01,No,Politics,Floods,No setting,Event invitations
id_1101571004143423490_2019-03-01,Pets,No,No,No setting,Event invitations
id_1101576665711427586_2019-03-01,No,No,Floods,No setting,Event invitations
id_1101581069596258304_2019-03-01,No,No,No,No setting,Event invitations
id_1101584373340561408_2019-03-01,Pets,No,No,No setting,Event invitations
id_1101587034206949376_2019-03-01,Pets,No,No,No setting,Event invitations
id_1101589662223794178_2019-03-01,No,No,No,No setting,Event invitations
id_1101591838341894150_2019-03-01,No,No,Floods,No setting,Event invitations
id_1101592036262596609_2019-03-01,No,Politics,No,No setting,Event invitations
id_1101592215409721344_2019-03-01,Pets,No,No,No setting,Event invitations
id_1101603656531668992_2019-03-01,Pets,Politics,Floods,No setting,Event invitations
id_1101604592045809664_2019-03-01,Pets,No,Floods,No setting,Event invitations
id_1101617592295456768_2019-03-01,No,No,No,No setting,Event invitations
id_1101621115351261184_2019-03-01,No,No,No,No setting,Event invitations
id_1101624158755053568_2019-03-01,No,Politics,Floods,No setting,Event invitations
id_1101626434060255232_2019-03-01,No,Politics,Floods,No setting,Illustration
id_1101627376851734528_2019-03-01,No,No,No,No setting,Event invitations
id_1101629996483915776_2019-03-01,No,Politics,Floods,No setting,Event invitations
id_1101574080526979072_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101634179434012672_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101634966578880514_2019-03-02,No,No,No,No setting,Event invitations
id_1101640614981107717_2019-03-02,No,No,No,No setting,Event invitations
id_1101644825206632448_2019-03-02,Polar Bears,No,Floods,No setting,Infographic
id_1101645321971658753_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101645458106187776_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101647904324968448_2019-03-02,No,Politics,No,No setting,Event invitations
id_1101654614389080064_2019-03-02,No,No,No,No setting,Event invitations
id_1101655988556435457_2019-03-02,No,No,No,No setting,Event invitations
id_1101656208866451456_2019-03-02,Pets,No,Floods,No setting,Event invitations
id_1101659542411272194_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101662397993873408_2019-03-02,No,Politics,Floods,No setting,Meme
id_1101664889381244934_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101670417520054272_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101681824630296576_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101686044104241152_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101690308394332160_2019-03-02,No,Wind energy,No,No setting,Data visualization
id_1101713555185778688_2019-03-02,Pets,No,Floods,No setting,Event invitations
id_1101719945438810112_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101731009974824960_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101735658148651008_2019-03-02,Pets,No,No,No setting,Data visualization
id_1101752150521110528_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101768656319643648_2019-03-02,No,Politics,No,No setting|Agricultural|Other setting,Infographic
id_1101780322721693696_2019-03-02,No,No,No,No setting,Event invitations
id_1101782843502592001_2019-03-02,No,No,No,No setting,Event invitations
id_1101789383181680640_2019-03-02,Pets,No,No,No setting,Event invitations
id_1101808005115449344_2019-03-02,No,No,No,No setting,Event invitations
id_1101809046322118656_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101817104511176704_2019-03-02,No,No,No,No setting,Event invitations
id_1101827094265413637_2019-03-02,No,No,No,No setting,Event invitations
id_1101846076406013953_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101850746608328704_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101851917788028928_2019-03-02,No,No,No,No setting,Event invitations
id_1101856170514501634_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101860213743931392_2019-03-02,Polar Bears,No,Floods,No setting,Event invitations
id_1101866516520292353_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101873804266127361_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101874554841034753_2019-03-02,Pets,No,No,No setting,Event invitations
id_1101880671964938246_2019-03-02,No,No,No,No setting,Infographic
id_1101886436578676736_2019-03-02,No,No,Floods,No setting,Illustration
id_1101889175102607362_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101892384823144448_2019-03-02,Pets,No,No,No setting,Event invitations
id_1101897020183179264_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101899266367373313_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101901836087365632_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101904448513667072_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101907439023243265_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101914586297466882_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101915150347571200_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101920464635518976_2019-03-02,No,Politics,No,No setting,Event invitations
id_1101920537440411652_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101921037137129472_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101928576792887297_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101930046040662016_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101931536218247168_2019-03-02,Polar Bears,Politics,Floods,No setting,Event invitations
id_1101932538728275970_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101936104910061568_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101942816601722881_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101944449993793537_2019-03-02,No,No,No,No setting,Meme
id_1101947736218365956_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101950742267539456_2019-03-02,No,No,No,No setting,Event invitations
id_1101954660871528448_2019-03-02,Pets,No,No,No setting,Event invitations
id_1101962064782917634_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101962333193207809_2019-03-02,Pets,No,No,No setting,Event invitations
id_1101965966978748416_2019-03-02,No,No,No,No setting,Infographic
id_1101965972754391040_2019-03-02,Pets,Politics,Floods,No setting,Event invitations
id_1101969804221538304_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101973058179362816_2019-03-02,No,No,No,No setting,Event invitations
id_1101976536784166912_2019-03-02,No,No,No,No setting,Event invitations
id_1101978498242093056_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101985209644392449_2019-03-02,No,No,No,No setting,Event invitations
id_1101985983908610049_2019-03-02,Polar Bears,No,Floods,No setting,Event invitations
id_1101987774171762688_2019-03-02,No,No,Floods,No setting,Event invitations
id_1101990282063536128_2019-03-02,Pets,Politics,Floods,No setting,Infographic
id_1101994562497757184_2019-03-02,No,Politics,Floods,No setting,Event invitations
id_1101994745419743232_2019-03-02,No,Politics,No,No setting,Event invitations
id_1100215610850439168_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102008822296530945_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102011235934109696_2019-03-03,No,No,No,No setting,Event invitations
id_1102030978858381312_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102043805803470849_2019-03-03,No,No,No,No setting,Event invitations
id_1102046345756663810_2019-03-03,Pets,Politics,Floods,No setting,Event invitations
id_1102046500153118723_2019-03-03,Pets|Land Mammals,Politics|Wind energy,Floods,No setting|Commercial area|Outer space,Event invitations
id_1102046766059409409_2019-03-03,Pets,No,Floods,No setting,Event invitations
id_1102048457726947328_2019-03-03,No,No,No,No setting,Event invitations
id_1102049337171881984_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102050257695883264_2019-03-03,Pets,Politics,Floods,No setting,Event invitations
id_1102054969409191937_2019-03-03,Pets,No,No,Ocean,Event invitations
id_1102059040870404096_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102066267991744513_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102068370965327873_2019-03-03,No,No,No,No setting,Event invitations
id_1102071544224800770_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102072485456039936_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102074968727154689_2019-03-03,No,No,No,No setting,Single photo
id_1102090650839891968_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102127298021486593_2019-03-03,Pets,No,Floods,No setting,Meme
id_1102127864160243712_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102129567928508416_2019-03-03,No,No,No,No setting,Event invitations
id_1102138090930536449_2019-03-03,No,No,No,No setting,Event invitations
id_1102145023968247808_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102158169910972416_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102159051704672257_2019-03-03,Pets,Politics,Floods,No setting,Infographic
id_1102174794060058624_2019-03-03,No,No,No,No setting,Event invitations
id_1102178482849763330_2019-03-03,No,Politics,Floods,No setting,Screenshot
id_1102211143114940418_2019-03-03,No,Politics,Floods,No setting|Agricultural|Other setting,Event invitations
id_1102211978804846593_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102224686308642816_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102234415021871104_2019-03-03,Pets,Politics,Floods,No setting,Event invitations
id_1102238167049089025_2019-03-03,No,No,No,No setting,Event invitations
id_1102239545377112065_2019-03-03,No,No,No,No setting|Agricultural|Other setting,Event invitations
id_1102239668186230785_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102242628840628224_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102243046186541057_2019-03-03,No,No,No,No setting,Event invitations
id_1102243080420421634_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102243279385645056_2019-03-03,No,No,No,No setting,Event invitations
id_1102252357205798912_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102256972898938880_2019-03-03,Pets,Politics,No,No setting,Event invitations
id_1102262583556489216_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102266492643672064_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102269191456018433_2019-03-03,Pets,Politics,Floods,No setting,Event invitations
id_1102276559786909697_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102278146563293184_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102285765612978176_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102287064802848768_2019-03-03,Pets,No,No,No setting,Event invitations
id_1102316947356565504_2019-03-03,No,No,No,No setting,Event invitations
id_1102318571881824256_2019-03-03,No,No,No,No setting,Event invitations
id_1102318954389762048_2019-03-03,Pets,No,Floods,No setting,Data visualization
id_1102326000099180544_2019-03-03,Pets,No,Floods,No setting,Event invitations
id_1102328058495844353_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102332585013858304_2019-03-03,No,Politics,Floods,No setting,Event invitations
id_1102334337264091136_2019-03-03,Pets,Politics,Floods,No setting,Event invitations
id_1102338188041965568_2019-03-03,Pets,Politics,No,No setting,Event invitations
id_1102345892747571200_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102349560909914112_2019-03-03,Pets,No,Floods,No setting,Event invitations
id_1102351033588580352_2019-03-03,No,No,Floods,No setting,Event invitations
id_1102352045183447040_2019-03-03,No,Politics,Floods,No setting|Agricultural|Other setting,Event invitations
id_1102353718538838024_2019-03-03,No,No,Floods,No setting,Meme
id_1102234642621624321_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102366119971770369_2019-03-04,No,No,No,No setting,Event invitations
id_1102368514017583106_2019-03-04,No,No,No,No setting,Event invitations
id_1102375866477236224_2019-03-04,No,No,No,No setting,Event invitations
id_1102376678423257090_2019-03-04,Pets,Politics,No,No setting,Event invitations
id_1102386929717264384_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102392692120711168_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102394490591969281_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102396170607960065_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102401010822111232_2019-03-04,No,No,Floods,No setting,Data visualization
id_1102408051263504384_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102416889630912513_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102435852007948288_2019-03-04,No,No,No,No setting,Event invitations
id_1102437838929326080_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102451162022785024_2019-03-04,Pets,No,No,No setting,Event invitations
id_1102452016922673152_2019-03-04,Polar Bears,Politics,Floods,No setting,Event invitations
id_1102472509851688961_2019-03-04,No,Politics,No,No setting,Event invitations
id_1102474557657673730_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102486638356246528_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102498265180729344_2019-03-04,No,No,No,No setting,Event invitations
id_1102499499937677312_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102512856690495488_2019-03-04,Polar Bears,Politics,Floods,No setting,Event invitations
id_1102522170184359936_2019-03-04,Pets,No,No,No setting,Event invitations
id_1102530512277651459_2019-03-04,No,No,No,No setting,Event invitations
id_1102541919547285504_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102545350202540033_2019-03-04,No,Politics,Floods,No setting,Other type
id_1102550252547203074_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102556863651110912_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102557096795693058_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102560465195069440_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102566786212511744_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102567494307450881_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102579220411113473_2019-03-04,No,No,No,No setting,Event invitations
id_1102579898978365440_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102588544009281537_2019-03-04,No,No,No,No setting,Event invitations
id_1102589774668406785_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102594309864472576_2019-03-04,No,Politics,Floods,Industrial area,Infographic
id_1102600613446250497_2019-03-04,Polar Bears,Politics,Floods,No setting,Event invitations
id_1102603998962610176_2019-03-04,No,No,No,No setting|Agricultural|Other setting,Illustration
id_1102609102134493184_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102610241185869824_2019-03-04,No,Politics,No,No setting,Event invitations
id_1102610569599737862_2019-03-04,Pets,No,Floods,No setting,Infographic
id_1102611100493852672_2019-03-04,No,No,No,No setting,Data visualization
id_1102611978693029889_2019-03-04,No,No,No,No setting,Event invitations
id_1102616941481652225_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102617585626025984_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102622881412993024_2019-03-04,No,No,No,No setting,Event invitations
id_1102627988946984960_2019-03-04,No,Politics,Floods,Industrial area,Event invitations
id_1102632066632568833_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102632908341346304_2019-03-04,No,No,No,No setting,Event invitations
id_1102636198781161472_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102636978783338496_2019-03-04,No,Politics,Floods,No setting,Single photo
id_1102639571639111681_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102642714674425857_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102644908547018753_2019-03-04,No,Politics,No,No setting,Event invitations
id_1102650216702976005_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102651116368601089_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102654302563246080_2019-03-04,No,No,No,No setting,Single photo
id_1102656584814133256_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102659656298708992_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102661677244473350_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102665188241801217_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102668974851010561_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102671812654182403_2019-03-04,No,Politics,No,No setting,Event invitations
id_1102691167316127745_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102692786573320193_2019-03-04,No,Politics,No,No setting,Event invitations
id_1102695522224156672_2019-03-04,No,No,No,No setting,Event invitations
id_1102695632807055360_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102705199146131456_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102708421340684288_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102710336250175488_2019-03-04,Pets,Politics,Floods,No setting,Event invitations
id_1102710450100281349_2019-03-04,Pets,No,Floods,No setting,Event invitations
id_1102712017499041792_2019-03-04,No,No,Floods,No setting,Event invitations
id_1102712156229754880_2019-03-04,No,No,No,No setting,Event invitations
id_1102712728425299969_2019-03-04,No,Politics,Floods,No setting,Event invitations
id_1102759944208769024_2019-03-05,Pets,No,No,No setting,Event invitations
id_1102761446641942528_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102762454965080065_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102763148384325632_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102764395535392768_2019-03-05,No,No,No,No setting,Event invitations
id_1102765121921826816_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102769830132768770_2019-03-05,No,No,No,No setting,Event invitations
id_1102772375530192897_2019-03-05,No,No,No,No setting,Event invitations
id_1102773056861339648_2019-03-05,Polar Bears,Politics,Floods,No setting,Event invitations
id_1102775919037472768_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102782002053423105_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102782720273453056_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102791460603064320_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102792144379658240_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102797583334993920_2019-03-05,No,Politics,No,No setting,Event invitations
id_1102798003184709632_2019-03-05,No,No,Floods,No setting,Event invitations
id_1102802341017731073_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102807111602458624_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102808165668872192_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102808568762257408_2019-03-05,Pets,No,No,No setting,Event invitations
id_1102817341115523072_2019-03-05,No,No,No,No setting,Event invitations
id_1102821069746913281_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102827523447107584_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102831382705856512_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102832083993427968_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102838059186425857_2019-03-05,Pets,Politics,No,No setting,Event invitations
id_1102850145727717377_2019-03-05,No,No,No,No setting,Event invitations
id_1102850910911451136_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102862444320489472_2019-03-05,Pets,Politics,Floods,No setting,Infographic
id_1102884230902702081_2019-03-05,No,No,No,No setting,Event invitations
id_1102884559727734784_2019-03-05,No,Politics,No,No setting,Event invitations
id_1102888852065271808_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102889775248289792_2019-03-05,No,Politics,Floods,No setting|Agricultural|Other setting,Event invitations
id_1102902254917435392_2019-03-05,Polar Bears,No,No,No setting,Meme
id_1102915609061412865_2019-03-05,Pets,No,No,No setting,Infographic
id_1102919509361471488_2019-03-05,Pets,Politics,Floods,No setting,Infographic
id_1102924504072892416_2019-03-05,No,No,No,No setting,Event invitations
id_1102932076318334977_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102939581320708097_2019-03-05,No,No,Floods,No setting,Meme
id_1102945436292300802_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102945821543358464_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102952099535564800_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102955632708198400_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102957737476947970_2019-03-05,Pets,No,No,No setting,Event invitations
id_1102960300180021250_2019-03-05,No,No,Floods,No setting,Illustration
id_1102961165368463360_2019-03-05,No,Politics,No,No setting,Single photo
id_1102961673554472960_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102966818321375234_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102969504353669121_2019-03-05,No,No,No,No setting,Event invitations
id_1102970647175708672_2019-03-05,No,No,Floods,No setting,Event invitations
id_1102971862525468672_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102975444431728640_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102986469256265728_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102988797850079232_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1102991851798183936_2019-03-05,No,No,Floods,No setting,Event invitations
id_1102993984350171136_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1102995660050255873_2019-03-05,Pets,No,No,No setting,Event invitations
id_1102996619753009154_2019-03-05,Pets,No,No,No setting,Event invitations
id_1102999179029176320_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1102999569485447168_2019-03-05,No,No,Floods,No setting,Event invitations
id_1103002032821153794_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1103003623242518529_2019-03-05,No,No,Floods,No setting,Single photo
id_1103008989011431424_2019-03-05,No,Politics,No,No setting,Event invitations
id_1103011672850075648_2019-03-05,No,No,Floods,No setting,Event invitations
id_1103013045784268800_2019-03-05,Pets,No,No,No setting,Event invitations
id_1103015820945350656_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1103018161400659968_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1103020211085561856_2019-03-05,Pets,No,No,No setting,Event invitations
id_1103021782217433089_2019-03-05,Pets,No,No,No setting|Agricultural|Other setting,Meme
id_1103025436668448768_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1103026166456233984_2019-03-05,No,Politics,No,No setting,Event invitations
id_1103028922961354752_2019-03-05,Pets,Politics,No,No setting,Event invitations
id_1103031349676597248_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_1103034453851598848_2019-03-05,Pets,No,Floods,No setting,Event invitations
id_1103035296994787328_2019-03-05,Pets,Politics,Floods,No setting,Event invitations
id_1103039720106254336_2019-03-05,No,No,No,No setting,Event invitations
id_1103041265405493249_2019-03-05,No,Politics,Floods,Industrial area,Infographic
id_1103042210080014336_2019-03-05,No,No,No,No setting,Illustration
id_1103047787862728706_2019-03-05,Pets,No,No,No setting,Event invitations
id_1103049262638776320_2019-03-05,No,No,No,No setting,Event invitations
id_1103050551653150720_2019-03-05,No,No,Floods,No setting,Infographic
id_1103067915497152513_2019-03-05,Pets,No,No,No setting,Event invitations
id_1103068374722961409_2019-03-05,No,No,No,No setting,Event invitations
id_1103074601645428739_2019-03-05,No,Politics,Floods,No setting,Event invitations
id_899405730897248257_2019-03-06,No,No,No,No setting,Event invitations
id_1103109854544175105_2019-03-06,No,No,Floods,No setting,Event invitations
id_1103116880921927682_2019-03-06,No,No,No,No setting,Event invitations
id_1103122348218015744_2019-03-06,No,No,No,No setting,Meme
id_1103123955748003840_2019-03-06,No,No,Floods,No setting,Event invitations
id_1103126731324440581_2019-03-06,Pets,No,No,No setting,Event invitations
id_1103129453276864518_2019-03-06,Pets,No,No,No setting,Infographic
id_1103133805613862912_2019-03-06,No,No,No,No setting,Event invitations
id_1103136509476159490_2019-03-06,Pets,No,No,No setting,Event invitations
id_1103137093491085312_2019-03-06,Pets,No,Floods,No setting,Infographic
id_1103138063818010624_2019-03-06,No,No,No,No setting,Event invitations
id_1103141772224413696_2019-03-06,No,No,Floods,No setting,Event invitations
id_1103158572739899392_2019-03-06,No,Politics,Floods,No setting,Event invitations
id_1103167034081259521_2019-03-06,No,No,No,No setting,Event invitations
id_1103175322428690432_2019-03-06,No,Politics,Floods,No setting,Event invitations
id_1103186042436358144_2019-03-06,No,Politics,Floods,Agricultural,Event invitations
id_1103189824268169217_2019-03-06,Pets,Politics,No,No setting,Event invitations
id_1103196406746091528_2019-03-06,Pets,Politics,Floods,No setting,Event invitations
id_1103198560223354881_2019-03-06,No,No,Floods,No setting,Event invitations
id_1103207320014606336_2019-03-06,Pets,No,No,No setting,Event invitations
id_1103211764735455232_2019-03-06,No,No,No,No setting,Event invitations
id_1103221419754864641_2019-03-06,No,No,No,No setting,Event invitations
id_1103222484889825280_2019-03-06,Pets,No,No,No setting|Agricultural|Other setting,Single photo
id_1103238455067213824_2019-03-06,No,No,No,No setting,Event invitations
id_1103242580240842752_2019-03-06,No,No,No,No setting,Event invitations
id_1103248129128833024_2019-03-06,Pets,Politics,Floods,No setting,Event invitations
id_1103254676584189952_2019-03-06,Pets,No,No,No setting,Event invitations
